credit_score,age,tenure_years,balance_usd,num_products,has_cr_card,is_active_member,estimated_salary_usd,monthly_spend_usd,transactions_last_month,mobile_app_usage_min_per_day,campaigns_responded,geography,gender,churn
562,29,7,5585.75,4,0,1,24403.53,216.78,4,27,3,Germany,Female,1
651,18,9,11123.33,3,0,0,32923.28,1226.76,20,33,1,France,Female,1
611,29,4,31093.46,1,0,1,51284.34,453.58,6,38,6,France,Female,0
522,23,5,11503.31,4,1,1,41516.87,668.89,4,102,2,Spain,Female,1
622,36,2,6246.64,4,0,0,52984.5,72.95,3,15,10,Spain,Male,1
488,32,1,17077.4,7,0,0,79753.53,295.66,33,3,4,France,Male,0
534,18,6,7138.82,3,0,0,37067.8,105.12,31,12,1,France,Female,0
607,18,8,9776.92,6,0,1,95706.78,286.12,3,13,1,France,Female,0
659,18,6,2535.2,7,0,1,27246.11,178.85,7,3,5,France,Female,0
416,20,0,8886.39,7,0,0,46272.14,472.04,63,67,8,Germany,Female,0
647,18,10,27019.44,4,1,1,17331.55,754.81,20,56,0,Germany,Female,1
723,26,0,27217.32,2,0,0,92357.5,482.61,14,20,1,Spain,Female,0
607,29,4,28223.58,5,0,0,15999.37,1127.38,12,32,4,France,Female,0
561,18,12,12392.99,1,0,0,45091.53,83.94,23,22,1,Germany,Female,0
505,28,1,7243.77,3,0,0,60372.07,203.8,8,44,3,Germany,Female,0
599,18,3,9669.08,7,1,1,55150.4,209.11,6,36,3,France,Female,1
603,18,9,2694.49,2,0,1,48387.84,102.5,44,55,2,France,Female,0
812,25,9,30982.48,1,0,0,48215.25,85.86,5,42,1,France,Female,0
556,18,6,10528.64,6,0,0,16433.99,239.3,60,18,4,Germany,Female,0
616,42,6,12242.83,2,0,1,22186.42,99.7,17,119,5,France,Male,1
525,34,7,35299.9,5,0,1,27851.16,16.68,9,53,5,Spain,Male,0
602,31,6,3534.39,2,1,0,20510.0,116.57,8,34,11,France,Male,1
651,32,3,4134.57,2,0,1,71621.3,469.53,5,17,4,France,Male,0
427,58,28,15025.44,7,0,1,21109.16,691.15,40,6,1,Spain,Male,1
575,22,8,10444.72,3,0,1,71305.82,137.97,1,22,6,Spain,Female,0
581,34,9,18010.47,3,0,1,25590.29,144.84,5,67,3,Spain,Male,0
557,26,12,2683.18,5,0,1,48560.62,401.71,2,5,1,Germany,Female,0
477,35,1,6020.09,4,0,0,20944.05,58.05,11,6,1,Spain,Male,0
510,24,8,36659.73,2,0,0,57876.56,109.77,11,74,1,Germany,Female,0
553,23,10,4859.15,4,0,1,34304.98,58.67,0,55,3,Germany,Female,0
654,21,5,22010.11,3,0,1,34529.98,267.17,13,24,1,France,Female,0
617,26,1,7758.76,3,0,0,30802.53,130.26,2,116,1,Spain,Female,1
609,32,2,4971.72,2,0,0,62341.8,436.5,11,46,9,France,Male,1
522,38,2,4844.24,4,0,0,18435.85,35.74,5,42,6,Spain,Male,0
657,18,6,18567.12,7,1,1,15332.5,744.15,11,9,2,France,Female,1
444,43,4,15236.32,5,0,0,31884.82,838.79,13,92,2,France,Male,0
569,18,9,34104.94,7,0,1,54459.71,185.07,0,18,1,Spain,Female,0
557,27,11,19711.11,4,0,1,83020.23,239.8,0,35,1,Germany,Female,0
709,26,3,13956.42,4,0,0,15640.42,144.73,3,95,5,France,Female,0
536,21,3,5359.25,3,1,1,16924.96,360.44,3,86,4,France,Female,0
610,33,5,12548.52,3,1,0,45264.46,33.21,8,77,6,France,Male,0
553,21,4,26888.72,2,0,1,54445.49,568.25,13,36,0,Germany,Female,1
459,18,20,18386.82,11,0,1,43108.31,496.4,7,52,0,Germany,Female,0
743,31,6,14983.28,6,0,0,99578.12,273.36,0,6,7,Germany,Male,0
551,18,3,34898.4,3,0,1,25314.01,91.26,17,2,2,Germany,Female,1
735,23,4,826.89,2,0,0,91320.73,416.27,7,47,3,Germany,Female,0
597,22,11,13717.09,7,0,1,18849.25,184.06,5,2,3,France,Female,0
716,22,3,17197.55,1,0,1,31062.91,210.09,1,55,4,France,Female,0
364,33,2,25971.64,4,0,0,15967.01,213.28,29,30,6,Germany,Male,0
675,19,5,8973.81,4,0,1,63117.59,25.09,15,4,4,Spain,Female,0
775,48,0,11508.67,5,1,0,52964.31,269.59,40,58,2,Spain,Male,1
602,49,12,21968.23,3,0,1,46556.13,389.67,26,54,1,France,Male,1
603,19,3,32110.03,4,1,1,20247.01,443.66,7,51,7,France,Female,0
631,18,7,19328.48,2,0,0,32156.09,222.85,21,45,2,Spain,Female,1
637,18,6,4159.68,6,0,1,55866.37,541.58,13,56,3,Germany,Female,0
604,23,8,40072.58,2,1,0,61756.84,557.16,16,76,4,France,Female,1
449,23,15,24366.6,2,0,1,28757.27,233.48,36,51,6,France,Female,1
584,18,11,7825.97,7,0,1,36299.8,253.97,6,7,0,France,Female,0
513,27,5,15261.48,6,0,0,94800.32,46.74,29,30,4,Germany,Female,0
628,18,7,6568.49,3,0,0,70496.18,150.92,13,36,6,Spain,Female,0
764,18,21,44578.06,4,1,0,38118.83,703.59,27,114,5,France,Female,1
562,31,3,16187.99,1,0,0,21217.98,36.19,5,22,1,Germany,Male,1
396,42,11,1661.33,3,0,1,19696.95,940.12,3,34,1,France,Male,0
703,20,0,4583.85,3,0,1,66065.81,649.04,8,39,2,France,Female,0
528,22,5,8483.95,2,0,1,39579.57,182.49,19,46,5,Spain,Female,1
710,25,1,33909.74,2,0,0,40492.0,721.45,2,29,0,France,Female,0
471,21,1,11571.9,5,0,0,22722.34,188.78,37,7,0,Spain,Female,0
688,18,17,19514.43,3,1,0,25946.04,847.8,15,9,5,Germany,Female,1
551,35,1,13741.44,5,0,0,42949.16,120.83,5,145,4,Germany,Male,0
498,29,1,18246.56,3,0,0,29880.5,334.82,12,48,1,France,Female,0
602,32,6,16670.12,3,0,1,51931.43,35.54,14,36,5,France,Male,0
657,35,4,14524.58,2,1,0,80943.01,11.17,8,71,3,France,Male,1
610,41,4,26342.89,2,0,0,19878.67,429.31,0,3,9,France,Male,1
634,22,3,5942.75,2,1,1,45130.46,397.83,19,7,13,Germany,Female,0
637,33,3,54410.25,2,0,0,75964.56,357.1,12,26,5,Germany,Male,0
582,24,5,38573.77,2,0,0,48587.0,336.0,4,72,8,Spain,Female,1
466,36,16,26644.11,1,0,1,44502.86,191.71,9,34,0,Germany,Male,1
606,31,5,1598.81,3,0,1,81402.63,77.32,0,37,7,France,Male,0
656,43,7,10434.56,3,0,0,86138.21,97.51,23,111,2,France,Male,1
615,18,10,20013.5,3,1,1,20449.95,447.81,17,8,1,France,Female,1
620,33,7,19395.68,6,0,0,25182.92,897.78,10,63,4,Spain,Male,1
554,24,10,5068.28,2,0,1,24283.67,986.07,3,90,5,Germany,Female,0
765,18,9,28723.49,3,1,0,24115.03,229.36,1,24,6,France,Female,0
575,18,8,10556.52,8,0,1,31359.18,181.17,8,68,2,Spain,Female,0
641,18,11,52872.57,2,1,0,25833.15,138.89,12,4,1,Germany,Female,1
478,18,0,26761.46,5,0,0,110037.9,792.54,48,56,1,Spain,Female,0
523,18,2,26762.77,3,1,1,30855.81,426.3,4,74,3,Spain,Female,1
544,18,3,2946.55,8,1,1,34433.93,45.65,12,84,1,France,Female,1
490,38,16,20815.08,2,0,1,18306.17,321.01,11,69,5,France,Male,0
607,18,2,4291.29,2,0,0,24608.28,101.98,41,1,10,France,Female,1
523,33,5,22041.46,4,0,0,96955.17,150.13,3,12,3,Spain,Male,0
730,18,2,18634.61,2,0,1,45521.41,175.85,7,38,1,Spain,Female,0
637,27,4,13030.49,2,0,0,36051.3,366.73,4,44,4,Germany,Female,1
599,20,0,14912.48,6,1,1,51749.6,26.49,1,45,5,France,Female,1
662,29,0,9580.36,2,0,0,20319.37,225.47,7,14,8,France,Female,0
607,18,6,20783.18,5,0,1,40837.31,353.72,17,41,5,France,Female,1
670,18,15,21217.74,3,1,0,97173.22,299.61,22,76,1,Spain,Female,1
484,27,16,22688.18,3,0,1,70272.48,47.8,9,101,2,France,Female,1
828,26,12,5600.53,3,0,0,61787.53,188.53,13,22,1,Spain,Female,0
469,23,4,823.02,1,0,0,77500.57,102.85,15,30,0,Spain,Female,0
577,36,8,12501.28,2,1,0,16652.01,990.93,24,23,7,Spain,Male,0
550,41,7,30423.79,2,0,0,16895.68,820.64,7,33,5,Germany,Male,1
487,29,8,3920.72,1,0,1,59114.88,241.9,12,76,1,France,Female,1
624,18,7,4467.07,4,0,1,62116.49,753.5,49,72,0,Spain,Female,0
681,25,1,37273.47,1,0,0,32188.25,124.89,4,124,6,Spain,Female,0
509,31,19,30752.81,8,0,1,25799.34,142.83,12,51,1,Germany,Male,1
528,18,10,2786.17,3,0,0,81950.62,561.05,28,54,3,Spain,Female,0
756,35,7,20894.47,3,1,0,26999.8,272.88,15,26,5,France,Male,0
568,19,11,1162.99,2,0,0,34219.24,338.16,17,38,0,Spain,Female,0
539,18,7,11604.18,1,0,0,23629.56,712.88,26,19,2,France,Female,0
605,26,1,22464.07,6,0,1,22783.01,39.98,21,140,4,France,Female,0
460,18,1,6566.88,4,0,0,106230.42,200.75,41,81,3,Germany,Female,0
465,36,5,37330.38,8,0,0,78290.48,541.5,36,74,3,Germany,Male,0
378,37,8,4346.58,5,0,0,42264.66,528.11,27,46,4,Spain,Male,0
609,18,9,19018.54,3,1,0,32806.02,116.4,34,94,10,France,Female,1
518,31,8,8129.65,5,0,1,48810.85,649.65,23,72,6,Spain,Male,1
673,18,13,6315.09,5,1,1,28049.38,237.52,21,41,6,Spain,Female,1
680,24,2,25993.3,2,0,1,17539.94,70.35,8,41,6,Spain,Female,0
574,22,4,15664.6,1,1,0,59771.36,382.29,27,108,11,Spain,Female,1
557,28,7,13819.14,2,0,0,49827.73,165.45,1,27,3,Germany,Female,0
728,20,4,27117.4,4,0,0,25487.28,1.26,5,77,1,Spain,Female,0
595,18,6,12545.41,7,0,1,19038.81,486.92,2,38,4,France,Female,0
592,18,4,12037.9,7,0,1,74664.65,803.8,10,73,5,France,Female,0
605,18,8,13876.95,2,0,0,22558.55,863.77,14,95,3,France,Female,1
518,31,12,14105.54,4,0,1,73280.83,342.93,14,64,7,Spain,Male,0
661,18,4,5357.19,4,0,1,26554.22,155.96,11,83,2,France,Female,0
737,26,8,15271.27,2,1,0,24497.26,148.87,11,35,8,Germany,Female,0
635,54,19,9961.35,2,0,1,47200.38,433.16,20,36,3,Germany,Male,1
682,24,1,11442.05,1,0,0,30741.65,294.84,2,71,4,Spain,Female,0
663,21,0,12318.55,4,0,1,112548.58,200.95,7,57,5,France,Female,0
721,20,3,2414.09,2,0,0,15135.6,271.47,4,37,1,Spain,Female,0
520,32,3,469.22,3,0,0,75017.93,152.02,24,32,10,Spain,Male,0
684,18,2,15637.29,3,0,1,41491.26,227.99,1,21,4,Germany,Female,0
654,27,0,15646.92,4,1,1,39430.22,337.23,15,27,4,France,Female,0
530,38,14,23179.57,5,0,1,59578.23,488.72,1,112,7,Spain,Male,1
564,28,12,9877.52,3,0,1,31728.02,107.68,4,58,0,Germany,Female,0
694,40,8,42857.07,4,0,0,30526.2,204.23,4,13,10,Germany,Male,1
516,51,10,21320.9,7,0,1,33291.42,839.07,4,25,5,Germany,Male,0
682,52,8,16974.67,4,0,1,77011.8,159.58,33,150,3,Spain,Male,1
629,31,4,1712.79,1,0,1,63195.02,33.18,3,34,3,Spain,Male,0
597,32,4,14933.14,5,0,0,30979.1,364.84,4,122,5,France,Male,1
668,18,1,3806.61,4,0,1,21845.79,184.72,3,0,0,Spain,Female,0
665,26,2,985.64,2,0,1,29948.09,479.9,4,10,3,France,Female,0
505,43,24,13929.98,6,0,1,46995.74,532.57,2,21,13,Germany,Male,1
663,18,9,22903.66,7,0,1,70493.12,426.07,21,30,10,France,Female,0
419,25,13,23075.56,2,0,1,114171.31,322.1,24,24,3,Spain,Female,1
630,27,4,12352.07,4,0,1,28349.51,228.53,10,42,3,Spain,Female,0
455,35,5,31810.86,3,0,0,17375.11,500.38,7,3,1,Germany,Male,0
640,20,7,7956.77,2,1,0,76225.16,220.0,14,10,10,Germany,Female,0
589,35,3,5042.72,3,0,0,56775.99,309.49,1,39,7,France,Male,1
411,37,2,6639.66,3,0,0,52141.19,109.29,7,12,0,Germany,Male,0
503,53,1,14874.99,3,0,0,67713.89,592.66,29,64,6,Germany,Male,0
674,21,1,18508.17,5,0,1,63823.07,327.08,8,29,3,Spain,Female,0
513,18,14,25547.79,7,0,1,50765.96,476.17,9,12,0,Germany,Female,0
637,18,12,8207.43,7,0,0,59974.72,555.45,56,78,3,Germany,Female,0
659,39,6,30062.71,4,0,0,41380.78,112.45,8,28,9,France,Male,1
744,25,6,3000.34,3,0,0,86448.58,277.33,0,226,7,Germany,Female,0
520,30,6,5921.23,4,0,1,85117.25,140.4,28,38,6,Spain,Male,1
526,18,15,103.97,8,0,1,27677.65,109.66,7,3,1,Spain,Female,0
401,44,24,6573.44,3,0,1,44321.63,177.79,20,24,3,Germany,Male,1
649,24,1,7358.5,2,0,1,34505.84,531.92,7,27,11,Germany,Female,0
534,27,11,43082.94,6,0,1,55332.37,252.92,13,159,2,France,Female,0
488,37,2,26427.93,6,0,0,26465.52,29.96,23,4,2,France,Male,0
786,55,6,12773.26,5,1,0,31717.31,1.76,53,68,2,Germany,Male,1
513,23,14,9904.49,5,0,1,16831.92,56.02,6,36,1,Germany,Female,0
615,36,4,6315.46,3,0,1,26071.47,243.76,14,36,10,France,Male,0
683,48,5,69.25,5,0,0,15643.66,285.91,28,23,6,Spain,Male,1
619,18,1,29204.4,2,0,0,28325.86,4.29,26,3,8,Spain,Female,1
598,33,7,19951.53,5,0,0,53298.22,399.1,6,20,3,France,Male,0
541,24,0,7597.6,2,0,0,48310.07,85.88,23,49,4,France,Female,1
648,27,10,22392.12,4,1,0,43653.04,566.27,12,10,3,Germany,Female,1
754,32,3,56595.07,2,0,0,18421.13,154.34,7,30,1,France,Male,0
712,40,3,38409.23,1,0,0,63421.72,150.51,6,58,13,France,Male,1
610,18,1,5679.71,7,0,1,49955.42,248.36,8,102,1,France,Female,1
473,26,1,31145.63,3,1,1,31221.87,289.66,2,80,3,Spain,Female,0
659,27,1,18387.27,3,0,1,22360.76,690.72,12,50,6,France,Female,0
498,44,1,8247.91,1,0,0,43195.66,23.71,25,6,7,France,Male,0
625,27,4,28344.71,1,0,1,21345.1,366.55,0,31,3,Spain,Female,0
818,50,1,26919.61,3,1,0,88011.79,269.09,30,3,7,Spain,Male,1
656,25,6,11701.58,3,0,0,16526.47,83.61,3,46,9,France,Female,0
502,32,7,18401.03,2,0,1,31527.61,34.87,12,66,7,Germany,Male,1
672,18,10,2512.99,4,1,0,44961.12,297.95,21,109,15,Spain,Female,0
635,18,4,10011.57,1,1,1,18057.53,82.22,11,48,10,Germany,Female,0
756,26,13,2577.74,4,0,0,77187.53,705.94,13,57,1,France,Female,1
586,56,20,7609.58,2,0,1,52671.38,518.3,31,40,4,France,Male,1
599,57,20,12787.54,4,0,1,78627.87,411.88,26,29,4,France,Male,1
615,18,6,2914.53,5,0,1,17757.43,379.15,1,96,2,France,Female,0
694,18,18,14996.92,3,1,0,21812.48,243.51,18,116,12,Germany,Female,1
666,18,4,2769.92,7,0,1,99711.01,151.12,8,22,3,France,Female,0
438,25,2,22055.75,6,0,0,67732.38,150.38,42,37,4,France,Female,0
631,40,1,1590.05,6,0,0,19414.42,209.66,25,116,5,Spain,Male,1
680,56,12,7018.61,5,0,0,76388.69,27.39,45,29,1,Spain,Male,1
443,24,4,12213.92,5,0,1,31115.22,186.02,39,130,4,France,Female,0
596,32,3,46107.71,6,0,0,52244.13,224.31,16,34,0,France,Male,1
557,26,4,25720.06,2,1,0,80316.18,201.54,11,35,7,Germany,Female,0
619,18,2,11106.61,3,0,1,47572.53,279.28,27,86,6,Spain,Female,0
636,36,0,5925.19,5,0,0,43881.03,485.24,15,47,13,Germany,Male,0
676,47,9,13361.62,2,0,1,22079.23,102.33,15,50,0,Spain,Male,1
566,18,8,28316.41,2,1,1,46352.75,366.48,19,102,9,Germany,Female,1
398,35,2,4351.05,2,0,0,23252.37,71.52,7,54,0,France,Male,0
760,50,2,39471.7,4,1,0,39118.79,646.62,35,44,5,France,Male,1
632,49,14,112.78,5,0,1,25035.78,743.22,29,98,3,Spain,Male,1
481,18,18,29485.43,9,0,1,41303.85,223.47,1,117,0,Spain,Female,0
515,37,3,33725.06,3,0,0,21530.15,538.58,7,82,5,Germany,Male,0
518,32,4,16900.32,5,0,1,26214.32,602.81,17,49,3,Spain,Male,0
738,18,18,10704.87,2,1,0,46897.31,192.1,13,4,2,Germany,Female,1
607,23,5,38591.25,2,0,1,70383.08,316.44,2,24,6,France,Female,0
531,18,3,31853.07,2,0,1,89012.6,264.19,30,79,2,Spain,Female,0
597,30,8,976.88,2,0,1,37134.25,26.55,8,89,2,France,Female,0
641,18,14,18999.11,2,0,0,69104.86,471.29,25,24,7,Germany,Female,1
465,41,21,9342.97,6,0,1,39273.73,476.73,15,48,1,Germany,Male,1
538,36,5,201.63,2,0,0,27579.41,667.82,11,21,5,France,Male,0
644,18,16,18383.97,2,0,0,30748.36,42.02,6,20,5,Germany,Female,0
590,18,9,27412.82,5,0,1,31262.36,223.16,13,1,2,France,Female,0
401,18,13,7798.59,1,0,1,17748.31,84.67,19,106,10,Germany,Female,1
615,63,18,25183.09,6,0,1,34074.34,150.44,65,74,8,France,Male,1
485,30,3,6780.68,1,0,0,85784.41,203.43,6,61,6,France,Male,0
622,40,5,14234.61,2,0,1,69318.58,753.57,23,13,7,Spain,Male,1
698,29,2,19965.66,5,0,1,99764.64,272.02,20,121,1,Germany,Female,0
664,48,6,12969.61,2,1,1,75626.1,129.68,36,19,5,France,Male,1
637,34,1,1883.18,2,0,0,25754.34,801.1,5,93,4,Germany,Male,1
843,18,11,2669.7,4,0,0,19836.22,318.1,2,100,5,Germany,Female,0
624,30,0,2128.98,2,1,1,65561.17,372.42,24,93,13,Spain,Female,0
674,18,6,9278.25,7,0,1,28086.61,58.06,25,5,9,Spain,Female,0
410,22,18,785.87,2,0,1,21415.72,346.69,22,39,6,Germany,Female,1
564,26,8,13986.45,3,0,1,32246.9,478.72,6,35,6,Germany,Female,0
458,34,22,13536.43,9,0,1,20463.05,137.87,24,20,2,Germany,Male,1
671,34,8,4635.18,4,1,0,23602.36,411.87,51,99,15,Spain,Male,0
665,18,15,11624.2,3,0,0,62321.61,604.87,30,87,3,France,Female,1
695,18,19,26096.17,1,1,0,53483.01,202.81,35,78,13,Germany,Female,1
578,19,6,35108.56,6,1,1,26680.26,85.08,13,31,7,Spain,Female,0
610,18,5,20310.6,7,0,1,77590.91,471.56,1,89,2,France,Female,0
479,23,5,5319.1,4,0,1,15982.99,390.52,25,14,3,Spain,Female,0
649,32,1,35506.26,3,0,0,62799.45,729.33,12,6,12,Germany,Male,0
708,44,7,12461.58,5,0,0,22365.59,584.1,11,31,12,France,Male,1
638,20,8,6413.76,2,1,0,54038.59,141.43,0,39,7,Germany,Female,0
637,37,11,13532.89,5,0,0,99678.92,136.89,26,96,7,Germany,Male,1
378,51,30,722.13,4,0,1,108857.37,231.91,9,51,4,Spain,Male,1
646,18,6,1901.88,6,0,1,30385.03,301.51,6,19,2,Germany,Female,0
616,28,3,37430.04,4,0,0,48166.07,134.95,6,33,6,France,Female,0
543,18,2,48269.17,5,0,0,60094.39,730.74,37,36,1,France,Female,0
614,18,5,1030.12,2,0,1,83242.38,18.8,17,66,6,France,Female,0
632,33,2,14362.16,4,0,1,50082.4,132.04,4,144,8,Spain,Male,0
569,18,4,22073.09,1,0,1,48637.04,429.27,20,37,4,Spain,Female,0
728,46,4,10408.71,2,1,0,57444.28,221.57,26,45,3,Spain,Male,1
511,30,3,13000.6,3,0,0,58815.2,429.41,10,96,2,Germany,Male,0
490,38,21,12525.81,5,0,1,51250.6,865.96,10,19,2,France,Male,1
623,18,3,15201.01,5,0,1,64076.35,811.72,0,178,3,Spain,Female,0
532,21,6,21604.72,5,0,1,17135.71,298.21,3,64,0,Spain,Female,1
652,50,23,24425.15,6,0,1,49053.99,130.51,37,39,5,France,Male,1
542,37,3,882.99,5,0,0,21621.18,468.45,5,8,4,France,Male,0
638,27,5,436.5,4,0,1,30742.54,238.94,3,68,0,Germany,Female,0
763,18,4,27923.49,7,0,0,96212.2,651.07,2,26,4,France,Female,1
655,25,5,188.4,4,0,1,98147.96,22.47,2,0,1,France,Female,0
430,31,28,3453.19,5,0,1,76643.19,359.69,16,122,6,Spain,Male,0
637,18,4,34209.93,5,0,1,26687.36,116.25,34,50,5,Germany,Female,1
637,21,5,30558.84,5,0,1,19812.19,159.23,2,7,0,Germany,Female,0
591,19,4,20409.73,4,1,0,23714.31,26.12,1,44,1,France,Female,1
716,20,4,17541.12,2,0,1,32708.95,509.44,8,65,5,France,Female,0
650,23,9,25044.57,7,0,1,19680.22,225.93,8,35,9,France,Female,0
734,30,6,4505.5,4,1,0,33435.49,800.15,3,17,6,Germany,Female,0
526,19,8,25803.28,5,0,0,56061.07,61.89,41,12,6,Spain,Female,0
614,39,2,25071.85,2,1,0,46100.4,84.92,40,48,13,France,Male,0
600,37,2,43664.01,4,1,1,41513.66,117.4,14,9,11,France,Male,0
536,18,11,9987.96,7,0,1,35243.01,229.37,11,60,4,France,Female,1
686,35,4,23899.73,3,1,0,55933.2,236.58,17,43,13,Germany,Male,1
668,23,3,9279.95,2,0,1,33075.31,440.32,9,16,1,Spain,Female,0
685,41,1,15974.13,5,0,0,79731.38,115.65,20,12,7,Germany,Male,1
620,18,9,30070.92,7,0,1,58091.32,560.97,9,55,6,Spain,Female,0
543,21,7,1302.48,4,0,1,64978.03,64.5,9,145,0,France,Female,1
674,18,2,703.68,6,0,1,67639.79,29.14,22,70,7,Spain,Female,0
502,39,6,13541.59,7,0,0,21978.7,880.48,18,83,1,Germany,Male,0
753,23,3,11088.3,2,0,0,17802.5,524.84,7,87,3,France,Female,0
817,18,11,40868.72,6,1,0,25787.39,656.39,5,46,0,Spain,Female,0
787,25,14,12823.51,2,1,0,44787.95,460.84,21,8,10,Germany,Female,0
536,29,6,10565.56,1,0,1,52110.81,151.96,19,54,14,France,Female,0
603,44,8,3561.83,5,0,0,60344.92,276.68,33,17,4,France,Male,1
813,19,13,20788.62,1,1,0,37513.35,592.74,4,24,4,France,Female,0
513,39,5,9459.86,3,0,1,53777.68,306.93,5,42,4,Germany,Male,0
701,26,2,8436.68,3,1,1,41752.54,553.44,13,65,3,France,Female,0
737,21,12,26380.28,3,1,0,32272.08,236.62,15,22,12,Germany,Female,1
540,33,4,12646.49,3,0,0,34418.15,417.31,5,59,5,France,Male,0
717,44,4,26730.3,4,0,0,56601.34,38.65,23,63,5,France,Male,1
624,37,2,55836.63,5,0,0,33245.19,213.11,9,3,8,Spain,Male,1
420,35,19,23405.34,3,0,1,23436.95,520.33,14,54,7,Spain,Male,1
618,29,7,1306.27,1,0,1,43742.13,265.36,3,34,4,Spain,Female,0
402,18,13,12331.65,2,0,1,59949.16,316.76,22,105,2,Germany,Female,0
664,36,1,43878.54,4,0,0,85963.27,291.92,20,18,1,France,Male,1
381,31,3,15780.84,2,0,0,45745.09,508.69,12,48,0,Spain,Male,0
523,33,9,27641.04,2,0,1,33772.14,534.97,17,45,4,Spain,Male,1
711,33,2,22939.63,1,0,0,37219.82,420.61,3,20,6,France,Male,1
524,44,19,24782.65,3,0,1,19921.69,293.51,12,32,2,Spain,Male,0
613,32,0,21075.83,7,0,0,49276.95,7.41,18,29,3,France,Male,0
615,25,7,7125.5,5,0,1,64043.46,376.95,3,89,0,France,Female,0
637,25,3,1632.15,2,0,1,15738.06,409.3,1,12,4,Germany,Female,0
785,18,10,14568.39,4,1,0,45848.99,523.36,2,21,4,Germany,Female,0
737,27,7,27737.22,1,0,0,24181.39,97.8,12,86,7,Germany,Female,0
635,25,2,9786.25,3,1,1,60944.01,115.87,26,30,13,Germany,Female,0
453,20,20,8937.55,7,0,1,35103.75,149.63,2,102,4,Germany,Female,1
742,29,6,19353.1,3,0,0,69011.96,460.67,5,15,6,Germany,Female,0
468,20,20,22092.33,7,0,1,38191.82,171.04,7,25,0,Spain,Female,0
630,31,4,9298.12,1,1,0,22527.29,153.36,21,143,10,Spain,Male,0
545,18,6,22125.07,2,0,0,33277.52,264.13,13,52,3,France,Female,0
729,18,5,17565.35,4,1,1,57560.72,376.22,5,13,4,Spain,Female,0
531,40,4,4423.93,6,0,0,51404.53,113.16,5,81,3,Spain,Male,0
615,32,1,8411.84,2,0,0,32918.6,372.38,7,18,3,France,Male,1
718,20,3,20851.2,2,0,1,34854.12,284.49,1,29,3,Spain,Female,0
507,18,1,26954.82,6,0,0,26538.99,218.31,51,1,4,Germany,Female,0
596,18,6,19288.07,1,0,0,37798.53,49.75,5,25,8,France,Female,0
654,24,2,30024.25,2,0,0,47216.82,99.85,11,13,4,France,Female,1
537,51,6,3488.69,6,0,0,26569.86,416.19,9,34,6,France,Male,0
638,23,5,24376.52,3,0,1,35751.71,346.3,5,26,1,Germany,Female,0
681,23,1,5417.55,4,1,1,51545.85,197.74,15,73,6,Spain,Female,0
581,24,6,17206.0,2,1,0,16134.28,351.29,17,4,11,Spain,Female,0
579,18,10,7902.25,7,0,1,31498.73,184.08,11,17,3,Spain,Female,0
604,38,6,30834.35,3,0,0,35931.89,510.14,19,27,2,France,Male,1
582,21,9,9531.65,5,0,1,88497.77,98.84,1,8,0,Spain,Female,0
598,26,4,970.9,4,0,0,42819.2,226.85,2,102,1,France,Female,1
488,23,4,22331.53,2,1,1,64215.9,187.22,3,45,7,France,Female,1
683,37,5,7032.69,2,1,0,18378.26,160.88,5,64,4,Spain,Male,1
382,25,25,33117.97,5,0,1,21460.55,385.95,4,29,6,Spain,Female,0
553,29,1,6271.01,2,0,0,58505.48,549.14,10,112,6,Germany,Female,1
633,24,5,1632.42,4,0,1,123901.28,100.61,1,23,0,Spain,Female,0
776,21,4,21240.26,4,0,0,34154.99,513.33,6,73,5,Spain,Female,0
603,18,1,32138.99,7,0,1,27583.35,480.79,42,10,2,France,Female,0
595,22,11,23985.98,4,0,0,30230.95,55.97,12,119,3,France,Female,0
467,38,15,18673.72,1,0,1,113985.49,206.66,14,3,4,Spain,Male,1
499,19,19,1288.97,7,0,1,20073.43,328.84,13,132,4,France,Female,0
717,29,9,4216.84,1,1,0,32169.51,937.91,29,47,14,France,Female,0
531,34,3,17334.9,2,1,0,54485.64,78.67,22,36,8,Spain,Male,0
603,23,4,19554.29,2,0,1,58981.22,0.68,4,6,7,France,Female,0
558,31,0,14744.36,3,0,0,48026.5,480.19,5,50,1,Germany,Male,1
562,19,4,4209.09,5,0,1,58056.88,337.89,2,58,1,Germany,Female,1
634,35,4,16899.15,1,1,0,49610.3,248.86,28,28,12,Germany,Male,0
644,18,12,476.99,1,1,0,24214.76,589.68,8,25,5,Germany,Female,0
562,18,9,2421.08,6,0,1,41892.85,735.36,5,81,5,Germany,Female,0
682,44,0,7201.69,2,1,0,73190.58,172.2,37,15,7,Spain,Male,1
661,25,2,55852.17,1,0,1,33598.23,363.43,2,42,3,France,Female,0
542,18,1,3604.54,5,1,1,64196.64,84.54,2,16,4,France,Female,1
733,48,3,40952.51,2,1,0,60515.11,620.82,20,31,7,Spain,Male,1
582,28,1,15941.89,3,0,0,49160.66,227.83,1,36,7,Spain,Female,0
427,43,1,28294.25,4,0,0,58722.14,550.69,4,77,2,Spain,Male,0
486,31,3,13845.2,5,0,0,21543.15,111.94,25,42,2,France,Male,0
674,40,3,15964.13,4,0,0,71958.92,564.02,27,58,4,Spain,Male,1
584,20,4,3989.15,4,0,0,57651.77,270.08,24,11,1,France,Female,0
511,36,3,10235.05,6,0,0,54285.18,372.44,21,4,1,Germany,Male,0
